Type,Complexity,Granularity,Strategy,Proportion,Init_Performance,Final_Performance
Hard-to-easy,6,8,Random,80,0.2098388671875,0.990234375
Hard-to-easy,6,8,Best,80,0.1971435546875,0.9912109375
Hard-to-easy,6,8,Conformity,80,0.1971435546875,0.9912109375
Hard-to-easy,6,8,Random,80,0.1971435546875,0.9912109375
Hard-to-easy,6,8,Best,80,0.1959228515625,0.99072265625
Hard-to-easy,6,8,Conformity,80,0.1959228515625,0.99072265625
Hard-to-easy,6,8,Random,80,0.1959228515625,0.99072265625
Hard-to-easy,6,8,Best,80,0.177978515625,0.99169921875
Hard-to-easy,6,8,Conformity,80,0.177978515625,0.99169921875
Hard-to-easy,6,8,Random,80,0.177978515625,0.99169921875
Hard-to-easy,6,8,Best,80,0.1971435546875,0.99560546875
Hard-to-easy,6,8,Conformity,80,0.1971435546875,0.99560546875
Hard-to-easy,6,8,Random,80,0.1971435546875,0.99560546875
Hard-to-easy,6,8,Best,80,0.1922607421875,0.99072265625
Hard-to-easy,6,8,Conformity,80,0.1922607421875,0.99072265625
Hard-to-easy,6,8,Random,80,0.1922607421875,0.99072265625
Hard-to-easy,6,8,Best,80,0.1756591796875,0.9912109375
Hard-to-easy,6,8,Conformity,80,0.1756591796875,0.9912109375
Hard-to-easy,6,8,Random,80,0.1756591796875,0.9912109375
Hard-to-easy,6,8,Best,80,0.17431640625,0.99072265625
Hard-to-easy,6,8,Conformity,80,0.17431640625,0.99072265625
Hard-to-easy,6,8,Random,80,0.17431640625,0.99072265625
Hard-to-easy,6,8,Best,80,0.17822265625,0.99169921875
Hard-to-easy,6,8,Conformity,80,0.17822265625,0.99169921875
Hard-to-easy,6,8,Random,80,0.17822265625,0.99169921875
Hard-to-easy,6,8,Best,80,0.1968994140625,0.99267578125
Hard-to-easy,6,8,Conformity,80,0.1968994140625,0.99267578125
Hard-to-easy,6,8,Random,80,0.1968994140625,0.99267578125
Easy-to-hard,6,8,Best,80,0.07257080078125,0.990234375
Easy-to-hard,6,8,Conformity,80,0.07257080078125,0.990234375
Easy-to-hard,6,8,Random,80,0.07257080078125,0.990234375
Easy-to-hard,6,8,Best,80,0.10601806640625,0.990234375
Easy-to-hard,6,8,Conformity,80,0.10601806640625,0.990234375
Easy-to-hard,6,8,Random,80,0.10601806640625,0.990234375
Easy-to-hard,6,8,Best,80,0.11102294921875,0.724609375
Easy-to-hard,6,8,Conformity,80,0.11102294921875,0.99072265625
Easy-to-hard,6,8,Random,80,0.11102294921875,0.56982421875
Easy-to-hard,6,8,Best,80,0.14404296875,0.99462890625
Easy-to-hard,6,8,Conformity,80,0.14404296875,0.912109375
Easy-to-hard,6,8,Random,80,0.14404296875,0.77392578125
Easy-to-hard,6,8,Best,80,0.1556396484375,0.99658203125
Easy-to-hard,6,8,Conformity,80,0.1556396484375,0.99658203125
Easy-to-hard,6,8,Random,80,0.1556396484375,0.99658203125
Easy-to-hard,6,8,Best,80,0.1055908203125,0.990234375
Easy-to-hard,6,8,Conformity,80,0.1055908203125,0.990234375
Easy-to-hard,6,8,Random,80,0.1055908203125,0.990234375
Easy-to-hard,6,8,Best,80,0.12347412109375,0.990234375
Easy-to-hard,6,8,Conformity,80,0.12347412109375,0.990234375
Easy-to-hard,6,8,Random,80,0.12347412109375,0.990234375
Easy-to-hard,6,8,Best,80,0.0855712890625,0.990234375
Easy-to-hard,6,8,Conformity,80,0.0855712890625,0.859375
Easy-to-hard,6,8,Random,80,0.0855712890625,0.990234375
Easy-to-hard,6,8,Best,80,0.125,0.990234375
Easy-to-hard,6,8,Conformity,80,0.125,0.990234375
Easy-to-hard,6,8,Random,80,0.125,0.990234375
Easy-to-hard,6,8,Best,80,0.1285400390625,0.990234375
Easy-to-hard,6,8,Conformity,80,0.1285400390625,0.990234375
Easy-to-hard,6,8,Random,80,0.1285400390625,0.794921875
Hard-to-easy,6,8,Best,90,0.1905517578125,0.9912109375
Hard-to-easy,6,8,Conformity,90,0.1905517578125,0.9912109375
Hard-to-easy,6,8,Random,90,0.1905517578125,0.9912109375
Hard-to-easy,6,8,Best,90,0.1610107421875,0.98876953125
Hard-to-easy,6,8,Conformity,90,0.1610107421875,0.98876953125
Hard-to-easy,6,8,Random,90,0.1610107421875,0.98876953125
Hard-to-easy,6,8,Best,90,0.165283203125,0.9921875
Hard-to-easy,6,8,Conformity,90,0.165283203125,0.9921875
Hard-to-easy,6,8,Random,90,0.165283203125,0.9921875
Hard-to-easy,6,8,Best,90,0.1993408203125,0.9892578125
Hard-to-easy,6,8,Conformity,90,0.1993408203125,0.9892578125
Hard-to-easy,6,8,Random,90,0.1993408203125,0.9892578125
Hard-to-easy,6,8,Best,90,0.2052001953125,0.9892578125
Hard-to-easy,6,8,Conformity,90,0.2052001953125,0.9892578125
Hard-to-easy,6,8,Random,90,0.2052001953125,0.9892578125
Hard-to-easy,6,8,Best,90,0.2042236328125,0.98974609375
Hard-to-easy,6,8,Conformity,90,0.2042236328125,0.98974609375
Hard-to-easy,6,8,Random,90,0.2042236328125,0.98974609375
Hard-to-easy,6,8,Best,90,0.1617431640625,0.99560546875
Hard-to-easy,6,8,Conformity,90,0.1617431640625,0.99560546875
Hard-to-easy,6,8,Random,90,0.1617431640625,0.99560546875
Hard-to-easy,6,8,Best,90,0.1690673828125,0.98876953125
Hard-to-easy,6,8,Conformity,90,0.1690673828125,0.98876953125
Hard-to-easy,6,8,Random,90,0.1690673828125,0.98876953125
Hard-to-easy,6,8,Best,90,0.17626953125,0.98828125
Hard-to-easy,6,8,Conformity,90,0.17626953125,0.98828125
Hard-to-easy,6,8,Random,90,0.17626953125,0.98828125
Hard-to-easy,6,8,Best,90,0.221435546875,0.9892578125
Hard-to-easy,6,8,Conformity,90,0.221435546875,0.9892578125
Hard-to-easy,6,8,Random,90,0.221435546875,0.9892578125
Easy-to-hard,6,8,Best,90,0.12139892578125,0.98193359375
Easy-to-hard,6,8,Conformity,90,0.12139892578125,0.9814453125
Easy-to-hard,6,8,Random,90,0.12139892578125,0.98193359375
Easy-to-hard,6,8,Best,90,0.1165771484375,0.98974609375
Easy-to-hard,6,8,Conformity,90,0.1165771484375,0.98974609375
Easy-to-hard,6,8,Random,90,0.1165771484375,0.9892578125
Easy-to-hard,6,8,Best,90,0.132568359375,0.98193359375
Easy-to-hard,6,8,Conformity,90,0.132568359375,0.98046875
Easy-to-hard,6,8,Random,90,0.132568359375,0.98095703125
Easy-to-hard,6,8,Best,90,0.1146240234375,0.98779296875
Easy-to-hard,6,8,Conformity,90,0.1146240234375,0.98583984375
Easy-to-hard,6,8,Random,90,0.1146240234375,0.98583984375
Easy-to-hard,6,8,Best,90,0.1007080078125,0.98193359375
Easy-to-hard,6,8,Conformity,90,0.1007080078125,0.97998046875
Easy-to-hard,6,8,Random,90,0.1007080078125,0.98046875
Easy-to-hard,6,8,Best,90,0.1038818359375,0.9814453125
Easy-to-hard,6,8,Conformity,90,0.1038818359375,0.98046875
Easy-to-hard,6,8,Random,90,0.1038818359375,0.98095703125
Easy-to-hard,6,8,Best,90,0.09832763671875,0.97998046875
Easy-to-hard,6,8,Conformity,90,0.09832763671875,0.9775390625
Easy-to-hard,6,8,Random,90,0.09832763671875,0.97900390625
Easy-to-hard,6,8,Best,90,0.13330078125,0.98046875
Easy-to-hard,6,8,Conformity,90,0.13330078125,0.97705078125
Easy-to-hard,6,8,Random,90,0.13330078125,0.9755859375
Easy-to-hard,6,8,Best,90,0.10650634765625,0.98046875
Easy-to-hard,6,8,Conformity,90,0.10650634765625,0.9794921875
Easy-to-hard,6,8,Random,90,0.10650634765625,0.97900390625
Easy-to-hard,6,8,Best,90,0.14892578125,0.99072265625
Easy-to-hard,6,8,Conformity,90,0.14892578125,0.99072265625
Easy-to-hard,6,8,Random,90,0.14892578125,0.99072265625
Hard-to-easy,6,9,Best,10,0.17578125,0.99072265625
Hard-to-easy,6,9,Conformity,10,0.17578125,0.99072265625
Hard-to-easy,6,9,Random,10,0.17578125,0.99072265625
Hard-to-easy,6,9,Best,10,0.197021484375,0.9912109375
Hard-to-easy,6,9,Conformity,10,0.197021484375,0.9912109375
Hard-to-easy,6,9,Random,10,0.197021484375,0.9912109375
Hard-to-easy,6,9,Best,10,0.1910400390625,0.9921875
Hard-to-easy,6,9,Conformity,10,0.1910400390625,0.9921875
Hard-to-easy,6,9,Random,10,0.1910400390625,0.9921875
Hard-to-easy,6,9,Best,10,0.180908203125,0.99169921875
Hard-to-easy,6,9,Conformity,10,0.180908203125,0.99169921875
Hard-to-easy,6,9,Random,10,0.180908203125,0.99169921875
Hard-to-easy,6,9,Best,10,0.2078857421875,0.990234375
Hard-to-easy,6,9,Conformity,10,0.2078857421875,0.990234375
Hard-to-easy,6,9,Random,10,0.2078857421875,0.990234375
Hard-to-easy,6,9,Best,10,0.2138671875,0.9912109375
Hard-to-easy,6,9,Conformity,10,0.2138671875,0.9912109375
Hard-to-easy,6,9,Random,10,0.2138671875,0.9912109375
Hard-to-easy,6,9,Best,10,0.197509765625,0.9912109375
Hard-to-easy,6,9,Conformity,10,0.197509765625,0.9912109375
Hard-to-easy,6,9,Random,10,0.197509765625,0.9912109375
Hard-to-easy,6,9,Best,10,0.1761474609375,0.990234375
Hard-to-easy,6,9,Conformity,10,0.1761474609375,0.990234375
Hard-to-easy,6,9,Random,10,0.1761474609375,0.990234375
Hard-to-easy,6,9,Best,10,0.2015380859375,0.99072265625
Hard-to-easy,6,9,Conformity,10,0.2015380859375,0.99072265625
Hard-to-easy,6,9,Random,10,0.2015380859375,0.99072265625
Hard-to-easy,6,9,Best,10,0.1624755859375,0.99072265625
Hard-to-easy,6,9,Conformity,10,0.1624755859375,0.99072265625
Hard-to-easy,6,9,Random,10,0.1624755859375,0.99072265625
Easy-to-hard,6,9,Best,10,0.110595703125,0.990234375
Easy-to-hard,6,9,Conformity,10,0.110595703125,0.990234375
Easy-to-hard,6,9,Random,10,0.110595703125,0.990234375
Easy-to-hard,6,9,Best,10,0.1484375,0.990234375
Easy-to-hard,6,9,Conformity,10,0.1484375,0.98828125
Easy-to-hard,6,9,Random,10,0.1484375,0.990234375
Easy-to-hard,6,9,Best,10,0.149658203125,0.990234375
Easy-to-hard,6,9,Conformity,10,0.149658203125,0.990234375
Easy-to-hard,6,9,Random,10,0.149658203125,0.990234375
Easy-to-hard,6,9,Best,10,0.1483154296875,0.990234375
Easy-to-hard,6,9,Conformity,10,0.1483154296875,0.990234375
Easy-to-hard,6,9,Random,10,0.1483154296875,0.990234375
Easy-to-hard,6,9,Best,10,0.0830078125,0.98876953125
Easy-to-hard,6,9,Conformity,10,0.0830078125,0.990234375
Easy-to-hard,6,9,Random,10,0.0830078125,0.990234375
Easy-to-hard,6,9,Best,10,0.1396484375,0.9912109375
Easy-to-hard,6,9,Conformity,10,0.1396484375,0.99072265625
Easy-to-hard,6,9,Random,10,0.1396484375,0.9912109375
Easy-to-hard,6,9,Best,10,0.15087890625,0.990234375
Easy-to-hard,6,9,Conformity,10,0.15087890625,0.990234375
Easy-to-hard,6,9,Random,10,0.15087890625,0.990234375
Easy-to-hard,6,9,Best,10,0.11712646484375,0.9912109375
Easy-to-hard,6,9,Conformity,10,0.11712646484375,0.9912109375
Easy-to-hard,6,9,Random,10,0.11712646484375,0.9912109375
Easy-to-hard,6,9,Best,10,0.1051025390625,0.99267578125
Easy-to-hard,6,9,Conformity,10,0.1051025390625,0.99267578125
Easy-to-hard,6,9,Random,10,0.1051025390625,0.99267578125
Easy-to-hard,6,9,Best,10,0.1556396484375,0.99072265625
Easy-to-hard,6,9,Conformity,10,0.1556396484375,0.986328125
Easy-to-hard,6,9,Random,10,0.1556396484375,0.99072265625
Hard-to-easy,6,9,Best,20,0.1607666015625,0.99072265625
Hard-to-easy,6,9,Conformity,20,0.1607666015625,0.99072265625
Hard-to-easy,6,9,Random,20,0.1607666015625,0.99072265625
Hard-to-easy,6,9,Best,20,0.2276611328125,0.990234375
Hard-to-easy,6,9,Conformity,20,0.2276611328125,0.990234375
Hard-to-easy,6,9,Random,20,0.2276611328125,0.990234375
Hard-to-easy,6,9,Best,20,0.194580078125,0.990234375
Hard-to-easy,6,9,Conformity,20,0.194580078125,0.990234375
Hard-to-easy,6,9,Random,20,0.194580078125,0.990234375
Hard-to-easy,6,9,Best,20,0.1607666015625,0.9990234375
Hard-to-easy,6,9,Conformity,20,0.1607666015625,0.9990234375
Hard-to-easy,6,9,Random,20,0.1607666015625,0.9990234375
Hard-to-easy,6,9,Best,20,0.1573486328125,0.99072265625
Hard-to-easy,6,9,Conformity,20,0.1573486328125,0.99072265625
Hard-to-easy,6,9,Random,20,0.1573486328125,0.99072265625
Hard-to-easy,6,9,Best,20,0.1961669921875,0.9970703125
Hard-to-easy,6,9,Conformity,20,0.1961669921875,0.9970703125
Hard-to-easy,6,9,Random,20,0.1961669921875,0.9970703125
Hard-to-easy,6,9,Best,20,0.189697265625,0.99169921875
Hard-to-easy,6,9,Conformity,20,0.189697265625,0.99169921875
Hard-to-easy,6,9,Random,20,0.189697265625,0.99169921875
Hard-to-easy,6,9,Best,20,0.207275390625,0.9912109375
Hard-to-easy,6,9,Conformity,20,0.207275390625,0.9912109375
Hard-to-easy,6,9,Random,20,0.207275390625,0.9912109375
Hard-to-easy,6,9,Best,20,0.2030029296875,0.99072265625
Hard-to-easy,6,9,Conformity,20,0.2030029296875,0.99072265625
Hard-to-easy,6,9,Random,20,0.2030029296875,0.99072265625
Hard-to-easy,6,9,Best,20,0.1883544921875,0.99072265625
Hard-to-easy,6,9,Conformity,20,0.1883544921875,0.99072265625
Hard-to-easy,6,9,Random,20,0.1883544921875,0.99072265625
Easy-to-hard,6,9,Best,20,0.166748046875,0.990234375
Easy-to-hard,6,9,Conformity,20,0.166748046875,0.990234375
Easy-to-hard,6,9,Random,20,0.166748046875,0.990234375
Easy-to-hard,6,9,Best,20,0.09869384765625,0.990234375
Easy-to-hard,6,9,Conformity,20,0.09869384765625,0.990234375
Easy-to-hard,6,9,Random,20,0.09869384765625,0.990234375
Easy-to-hard,6,9,Best,20,0.08282470703125,0.990234375
Easy-to-hard,6,9,Conformity,20,0.08282470703125,0.990234375
Easy-to-hard,6,9,Random,20,0.08282470703125,0.8916015625
Easy-to-hard,6,9,Best,20,0.1407470703125,0.990234375
Easy-to-hard,6,9,Conformity,20,0.1407470703125,0.990234375
Easy-to-hard,6,9,Random,20,0.1407470703125,0.9423828125
Easy-to-hard,6,9,Best,20,0.10162353515625,0.990234375
Easy-to-hard,6,9,Conformity,20,0.10162353515625,0.990234375
Easy-to-hard,6,9,Random,20,0.10162353515625,0.990234375
Easy-to-hard,6,9,Best,20,0.12322998046875,0.990234375
Easy-to-hard,6,9,Conformity,20,0.12322998046875,0.990234375
Easy-to-hard,6,9,Random,20,0.12322998046875,0.990234375
Easy-to-hard,6,9,Best,20,0.125,0.990234375
Easy-to-hard,6,9,Conformity,20,0.125,0.990234375
Easy-to-hard,6,9,Random,20,0.125,0.953125
Easy-to-hard,6,9,Best,20,0.1402587890625,0.9951171875
Easy-to-hard,6,9,Conformity,20,0.1402587890625,0.93408203125
Easy-to-hard,6,9,Random,20,0.1402587890625,0.9951171875
Easy-to-hard,6,9,Best,20,0.1356201171875,0.990234375
Easy-to-hard,6,9,Conformity,20,0.1356201171875,0.990234375
Easy-to-hard,6,9,Random,20,0.1356201171875,0.990234375
Easy-to-hard,6,9,Best,20,0.139892578125,0.9921875
Easy-to-hard,6,9,Conformity,20,0.139892578125,0.9921875
Easy-to-hard,6,9,Random,20,0.139892578125,0.9921875
Hard-to-easy,6,9,Best,30,0.1708984375,0.99072265625
Hard-to-easy,6,9,Conformity,30,0.1708984375,0.99072265625
Hard-to-easy,6,9,Random,30,0.1708984375,0.99072265625
Hard-to-easy,6,9,Best,30,0.187255859375,0.99072265625
Hard-to-easy,6,9,Conformity,30,0.187255859375,0.99072265625
Hard-to-easy,6,9,Random,30,0.187255859375,0.99072265625
Hard-to-easy,6,9,Best,30,0.2139892578125,0.99365234375
Hard-to-easy,6,9,Conformity,30,0.2139892578125,0.99365234375
Hard-to-easy,6,9,Random,30,0.2139892578125,0.99365234375
Hard-to-easy,6,9,Best,30,0.2176513671875,0.99072265625
Hard-to-easy,6,9,Conformity,30,0.2176513671875,0.99072265625
Hard-to-easy,6,9,Random,30,0.2176513671875,0.99072265625
Hard-to-easy,6,9,Best,30,0.2159423828125,0.99072265625
Hard-to-easy,6,9,Conformity,30,0.2159423828125,0.99072265625
Hard-to-easy,6,9,Random,30,0.2159423828125,0.99072265625
Hard-to-easy,6,9,Best,30,0.226806640625,0.99267578125
Hard-to-easy,6,9,Conformity,30,0.226806640625,0.99267578125
Hard-to-easy,6,9,Random,30,0.226806640625,0.99267578125
Hard-to-easy,6,9,Best,30,0.2137451171875,0.9931640625
Hard-to-easy,6,9,Conformity,30,0.2137451171875,0.9931640625
Hard-to-easy,6,9,Random,30,0.2137451171875,0.9931640625
Hard-to-easy,6,9,Best,30,0.1802978515625,0.99072265625
Hard-to-easy,6,9,Conformity,30,0.1802978515625,0.99072265625
Hard-to-easy,6,9,Random,30,0.1802978515625,0.99072265625
Hard-to-easy,6,9,Best,30,0.2099609375,0.9931640625
Hard-to-easy,6,9,Conformity,30,0.2099609375,0.9931640625
Hard-to-easy,6,9,Random,30,0.2099609375,0.9931640625
Hard-to-easy,6,9,Best,30,0.208984375,0.990234375
Hard-to-easy,6,9,Conformity,30,0.208984375,0.990234375
Hard-to-easy,6,9,Random,30,0.208984375,0.990234375
Easy-to-hard,6,9,Best,30,0.09722900390625,0.990234375
Easy-to-hard,6,9,Conformity,30,0.09722900390625,0.990234375
Easy-to-hard,6,9,Random,30,0.09722900390625,0.990234375
Easy-to-hard,6,9,Best,30,0.127685546875,0.990234375
Easy-to-hard,6,9,Conformity,30,0.127685546875,0.96728515625
Easy-to-hard,6,9,Random,30,0.127685546875,0.990234375
Easy-to-hard,6,9,Best,30,0.106201171875,0.9931640625
Easy-to-hard,6,9,Conformity,30,0.106201171875,0.9931640625
Easy-to-hard,6,9,Random,30,0.106201171875,0.9931640625
Easy-to-hard,6,9,Best,30,0.12841796875,0.99169921875
Easy-to-hard,6,9,Conformity,30,0.12841796875,0.99169921875
Easy-to-hard,6,9,Random,30,0.12841796875,0.99169921875
Easy-to-hard,6,9,Best,30,0.11102294921875,0.99072265625
Easy-to-hard,6,9,Conformity,30,0.11102294921875,0.99072265625
Easy-to-hard,6,9,Random,30,0.11102294921875,0.99072265625
Easy-to-hard,6,9,Best,30,0.11279296875,0.990234375
Easy-to-hard,6,9,Conformity,30,0.11279296875,0.990234375
Easy-to-hard,6,9,Random,30,0.11279296875,0.990234375
Easy-to-hard,6,9,Best,30,0.154052734375,0.99169921875
Easy-to-hard,6,9,Conformity,30,0.154052734375,0.99169921875
Easy-to-hard,6,9,Random,30,0.154052734375,0.69482421875
Easy-to-hard,6,9,Best,30,0.157958984375,0.99169921875
Easy-to-hard,6,9,Conformity,30,0.157958984375,0.99169921875
Easy-to-hard,6,9,Random,30,0.157958984375,0.99169921875
Easy-to-hard,6,9,Best,30,0.1456298828125,0.9970703125
Easy-to-hard,6,9,Conformity,30,0.1456298828125,0.9970703125
Easy-to-hard,6,9,Random,30,0.1456298828125,0.9970703125
Easy-to-hard,6,9,Best,30,0.11419677734375,0.990234375
Easy-to-hard,6,9,Conformity,30,0.11419677734375,0.990234375
Easy-to-hard,6,9,Random,30,0.11419677734375,0.87939453125
Hard-to-easy,6,9,Best,40,0.178955078125,0.990234375
Hard-to-easy,6,9,Conformity,40,0.178955078125,0.990234375
Hard-to-easy,6,9,Random,40,0.178955078125,0.990234375
Hard-to-easy,6,9,Best,40,0.1878662109375,0.99072265625
Hard-to-easy,6,9,Conformity,40,0.1878662109375,0.99072265625
Hard-to-easy,6,9,Random,40,0.1878662109375,0.99072265625
Hard-to-easy,6,9,Best,40,0.2086181640625,0.99462890625
Hard-to-easy,6,9,Conformity,40,0.2086181640625,0.99462890625
Hard-to-easy,6,9,Random,40,0.2086181640625,0.99462890625
Hard-to-easy,6,9,Best,40,0.1995849609375,0.9912109375
Hard-to-easy,6,9,Conformity,40,0.1995849609375,0.9912109375
Hard-to-easy,6,9,Random,40,0.1995849609375,0.9912109375
Hard-to-easy,6,9,Best,40,0.1583251953125,0.990234375
Hard-to-easy,6,9,Conformity,40,0.1583251953125,0.990234375
Hard-to-easy,6,9,Random,40,0.1583251953125,0.990234375
Hard-to-easy,6,9,Best,40,0.175048828125,0.990234375
Hard-to-easy,6,9,Conformity,40,0.175048828125,0.990234375
Hard-to-easy,6,9,Random,40,0.175048828125,0.990234375
Hard-to-easy,6,9,Best,40,0.1968994140625,0.99267578125
Hard-to-easy,6,9,Conformity,40,0.1968994140625,0.99267578125
Hard-to-easy,6,9,Random,40,0.1968994140625,0.99267578125
Hard-to-easy,6,9,Best,40,0.1865234375,0.990234375
Hard-to-easy,6,9,Conformity,40,0.1865234375,0.990234375
Hard-to-easy,6,9,Random,40,0.1865234375,0.990234375
Hard-to-easy,6,9,Best,40,0.20263671875,0.990234375
Hard-to-easy,6,9,Conformity,40,0.20263671875,0.990234375
Hard-to-easy,6,9,Random,40,0.20263671875,0.990234375
Hard-to-easy,6,9,Best,40,0.156494140625,0.99072265625
Hard-to-easy,6,9,Conformity,40,0.156494140625,0.99072265625
Hard-to-easy,6,9,Random,40,0.156494140625,0.99072265625
Easy-to-hard,6,9,Best,40,0.11187744140625,0.990234375
Easy-to-hard,6,9,Conformity,40,0.11187744140625,0.7431640625
Easy-to-hard,6,9,Random,40,0.11187744140625,0.990234375
Easy-to-hard,6,9,Best,40,0.1490478515625,0.9912109375
Easy-to-hard,6,9,Conformity,40,0.1490478515625,0.9912109375
Easy-to-hard,6,9,Random,40,0.1490478515625,0.9912109375
Easy-to-hard,6,9,Best,40,0.1309814453125,0.8759765625
Easy-to-hard,6,9,Conformity,40,0.1309814453125,0.990234375
Easy-to-hard,6,9,Random,40,0.1309814453125,0.990234375
Easy-to-hard,6,9,Best,40,0.09979248046875,0.990234375
Easy-to-hard,6,9,Conformity,40,0.09979248046875,0.990234375
Easy-to-hard,6,9,Random,40,0.09979248046875,0.990234375
Easy-to-hard,6,9,Best,40,0.11029052734375,0.990234375
Easy-to-hard,6,9,Conformity,40,0.11029052734375,0.990234375
Easy-to-hard,6,9,Random,40,0.11029052734375,0.990234375
Easy-to-hard,6,9,Best,40,0.11492919921875,0.99169921875
Easy-to-hard,6,9,Conformity,40,0.11492919921875,0.99169921875
Easy-to-hard,6,9,Random,40,0.11492919921875,0.60693359375
Easy-to-hard,6,9,Best,40,0.1209716796875,0.990234375
Easy-to-hard,6,9,Conformity,40,0.1209716796875,0.990234375
Easy-to-hard,6,9,Random,40,0.1209716796875,0.990234375
Easy-to-hard,6,9,Best,40,0.1396484375,0.990234375
Easy-to-hard,6,9,Conformity,40,0.1396484375,0.990234375
Easy-to-hard,6,9,Random,40,0.1396484375,0.990234375
Easy-to-hard,6,9,Best,40,0.1072998046875,0.990234375
Easy-to-hard,6,9,Conformity,40,0.1072998046875,0.990234375
Easy-to-hard,6,9,Random,40,0.1072998046875,0.990234375
Easy-to-hard,6,9,Best,40,0.1514892578125,0.990234375
Easy-to-hard,6,9,Conformity,40,0.1514892578125,0.990234375
Easy-to-hard,6,9,Random,40,0.1514892578125,0.990234375
Hard-to-easy,6,9,Best,50,0.1856689453125,0.99072265625
Hard-to-easy,6,9,Conformity,50,0.1856689453125,0.99072265625
Hard-to-easy,6,9,Random,50,0.1856689453125,0.99072265625
Hard-to-easy,6,9,Best,50,0.1895751953125,0.9912109375
Hard-to-easy,6,9,Conformity,50,0.1895751953125,0.9912109375
Hard-to-easy,6,9,Random,50,0.1895751953125,0.9912109375
Hard-to-easy,6,9,Best,50,0.1756591796875,0.99267578125
Hard-to-easy,6,9,Conformity,50,0.1756591796875,0.99267578125
Hard-to-easy,6,9,Random,50,0.1756591796875,0.99267578125
Hard-to-easy,6,9,Best,50,0.2056884765625,0.99169921875
Hard-to-easy,6,9,Conformity,50,0.2056884765625,0.99169921875
Hard-to-easy,6,9,Random,50,0.2056884765625,0.99169921875
Hard-to-easy,6,9,Best,50,0.1854248046875,0.990234375
Hard-to-easy,6,9,Conformity,50,0.1854248046875,0.990234375
Hard-to-easy,6,9,Random,50,0.1854248046875,0.990234375
Hard-to-easy,6,9,Best,50,0.170654296875,0.990234375
Hard-to-easy,6,9,Conformity,50,0.170654296875,0.990234375
Hard-to-easy,6,9,Random,50,0.170654296875,0.990234375
Hard-to-easy,6,9,Best,50,0.19482421875,0.99658203125
Hard-to-easy,6,9,Conformity,50,0.19482421875,0.99658203125
Hard-to-easy,6,9,Random,50,0.19482421875,0.99658203125
Hard-to-easy,6,9,Best,50,0.1883544921875,0.99853515625
Hard-to-easy,6,9,Conformity,50,0.1883544921875,0.99853515625
Hard-to-easy,6,9,Random,50,0.1883544921875,0.99853515625
Hard-to-easy,6,9,Best,50,0.1512451171875,0.9912109375
Hard-to-easy,6,9,Conformity,50,0.1512451171875,0.9912109375
Hard-to-easy,6,9,Random,50,0.1512451171875,0.9912109375
Hard-to-easy,6,9,Best,50,0.1846923828125,0.99169921875
Hard-to-easy,6,9,Conformity,50,0.1846923828125,0.99169921875
Hard-to-easy,6,9,Random,50,0.1846923828125,0.99169921875
Easy-to-hard,6,9,Best,50,0.10711669921875,0.990234375
Easy-to-hard,6,9,Conformity,50,0.10711669921875,0.990234375
Easy-to-hard,6,9,Random,50,0.10711669921875,0.990234375
Easy-to-hard,6,9,Best,50,0.14013671875,0.990234375
Easy-to-hard,6,9,Conformity,50,0.14013671875,0.990234375
Easy-to-hard,6,9,Random,50,0.14013671875,0.990234375
Easy-to-hard,6,9,Best,50,0.1007080078125,0.99755859375
Easy-to-hard,6,9,Conformity,50,0.1007080078125,0.99755859375
Easy-to-hard,6,9,Random,50,0.1007080078125,0.99755859375
Easy-to-hard,6,9,Best,50,0.0968017578125,0.990234375
Easy-to-hard,6,9,Conformity,50,0.0968017578125,0.990234375
Easy-to-hard,6,9,Random,50,0.0968017578125,0.990234375
Easy-to-hard,6,9,Best,50,0.143310546875,0.990234375
Easy-to-hard,6,9,Conformity,50,0.143310546875,0.990234375
Easy-to-hard,6,9,Random,50,0.143310546875,0.990234375
Easy-to-hard,6,9,Best,50,0.1072998046875,0.990234375
Easy-to-hard,6,9,Conformity,50,0.1072998046875,0.98486328125
Easy-to-hard,6,9,Random,50,0.1072998046875,0.990234375
Easy-to-hard,6,9,Best,50,0.1346435546875,0.99267578125
Easy-to-hard,6,9,Conformity,50,0.1346435546875,0.99267578125
Easy-to-hard,6,9,Random,50,0.1346435546875,0.99267578125
Easy-to-hard,6,9,Best,50,0.12127685546875,0.990234375
Easy-to-hard,6,9,Conformity,50,0.12127685546875,0.990234375
Easy-to-hard,6,9,Random,50,0.12127685546875,0.990234375
Easy-to-hard,6,9,Best,50,0.1112060546875,0.990234375
Easy-to-hard,6,9,Conformity,50,0.1112060546875,0.990234375
Easy-to-hard,6,9,Random,50,0.1112060546875,0.990234375
Easy-to-hard,6,9,Best,50,0.1396484375,0.99609375
Easy-to-hard,6,9,Conformity,50,0.1396484375,0.99609375
Easy-to-hard,6,9,Random,50,0.1396484375,0.99609375
Hard-to-easy,6,9,Best,60,0.1781005859375,0.99462890625
Hard-to-easy,6,9,Conformity,60,0.1781005859375,0.99462890625
Hard-to-easy,6,9,Random,60,0.1781005859375,0.99462890625
Hard-to-easy,6,9,Best,60,0.1680908203125,0.990234375
Hard-to-easy,6,9,Conformity,60,0.1680908203125,0.990234375
Hard-to-easy,6,9,Random,60,0.1680908203125,0.990234375
Hard-to-easy,6,9,Best,60,0.1693115234375,0.99072265625
