Type,Complexity,Granularity,Strategy,Proportion,Init_Performance,Final_Performance
Hard-to-easy,1,1,Best,90,0.2191,0.4165
Hard-to-easy,1,1,Conformity,90,0.2191,0.4165
Hard-to-easy,1,1,Random,90,0.2191,0.4165
Hard-to-easy,1,1,Best,90,0.2346,0.402
Hard-to-easy,1,1,Conformity,90,0.2346,0.4026
Hard-to-easy,1,1,Random,90,0.2346,0.4026
Hard-to-easy,1,1,Best,90,0.2178,0.4092
Hard-to-easy,1,1,Conformity,90,0.2178,0.4092
Hard-to-easy,1,1,Random,90,0.2178,0.4092
Hard-to-easy,1,1,Best,90,0.2072,0.406
Hard-to-easy,1,1,Conformity,90,0.2072,0.4077
Hard-to-easy,1,1,Random,90,0.2072,0.4077
Hard-to-easy,1,1,Best,90,0.1862,0.3855
Hard-to-easy,1,1,Conformity,90,0.1862,0.3855
Hard-to-easy,1,1,Random,90,0.1862,0.3855
Hard-to-easy,1,1,Best,90,0.1866,0.3877
Hard-to-easy,1,1,Conformity,90,0.1866,0.3877
Hard-to-easy,1,1,Random,90,0.1866,0.3877
Hard-to-easy,1,1,Best,90,0.1768,0.3765
Hard-to-easy,1,1,Conformity,90,0.1768,0.3765
Hard-to-easy,1,1,Random,90,0.1768,0.3765
Hard-to-easy,1,1,Best,90,0.19,0.403
Hard-to-easy,1,1,Conformity,90,0.19,0.403
Hard-to-easy,1,1,Random,90,0.19,0.403
Easy-to-hard,1,1,Best,90,0.2693,0.5329999999999999
Easy-to-hard,1,1,Conformity,90,0.2693,0.5347
Easy-to-hard,1,1,Random,90,0.2693,0.5347
Easy-to-hard,1,1,Best,90,0.2299,0.503
Easy-to-hard,1,1,Conformity,90,0.2299,0.503
Easy-to-hard,1,1,Random,90,0.2299,0.503
Easy-to-hard,1,1,Best,90,0.1998,0.4966
Easy-to-hard,1,1,Conformity,90,0.1998,0.4966
Easy-to-hard,1,1,Random,90,0.1998,0.4966
Easy-to-hard,1,1,Best,90,0.256,0.4983
Easy-to-hard,1,1,Conformity,90,0.256,0.4983
Easy-to-hard,1,1,Random,90,0.256,0.4983
Easy-to-hard,1,1,Best,90,0.2482,0.5264
Easy-to-hard,1,1,Conformity,90,0.2482,0.5264
Easy-to-hard,1,1,Random,90,0.2482,0.5264
Easy-to-hard,1,1,Best,90,0.268,0.512
Easy-to-hard,1,1,Conformity,90,0.268,0.512
Easy-to-hard,1,1,Random,90,0.268,0.512
Easy-to-hard,1,1,Best,90,0.1388,0.459
Easy-to-hard,1,1,Conformity,90,0.1388,0.459
Easy-to-hard,1,1,Random,90,0.1388,0.459
Easy-to-hard,1,1,Best,90,0.2783,0.5329999999999999
Easy-to-hard,1,1,Conformity,90,0.2783,0.5329999999999999
Easy-to-hard,1,1,Random,90,0.2783,0.5329999999999999
Easy-to-hard,1,1,Best,90,0.2544,0.516
Easy-to-hard,1,1,Conformity,90,0.2544,0.516
Easy-to-hard,1,1,Random,90,0.2544,0.516
Easy-to-hard,1,1,Best,90,0.3044,0.5425
Easy-to-hard,1,1,Conformity,90,0.3044,0.5425
Easy-to-hard,1,1,Random,90,0.3044,0.5425
Hard-to-easy,1,2,Best,10,0.1863,0.984
Hard-to-easy,1,2,Conformity,10,0.1863,0.985
Hard-to-easy,1,2,Random,10,0.1863,0.985
Hard-to-easy,1,2,Best,10,0.2339,0.9824
Hard-to-easy,1,2,Conformity,10,0.2339,0.9834
Hard-to-easy,1,2,Random,10,0.2339,0.9834
Hard-to-easy,1,2,Best,10,0.1814,0.9863
Hard-to-easy,1,2,Conformity,10,0.1814,0.9873
Hard-to-easy,1,2,Random,10,0.1814,0.9873
Hard-to-easy,1,2,Best,10,0.1665,0.981
Hard-to-easy,1,2,Conformity,10,0.1665,0.981
Hard-to-easy,1,2,Random,10,0.1665,0.981
Hard-to-easy,1,2,Best,10,0.2327,0.984
Hard-to-easy,1,2,Conformity,10,0.2327,0.984
Hard-to-easy,1,2,Random,10,0.2327,0.984
Hard-to-easy,1,2,Best,10,0.1251,0.98
Hard-to-easy,1,2,Conformity,10,0.1251,0.981
Hard-to-easy,1,2,Random,10,0.1251,0.981
Hard-to-easy,1,2,Best,10,0.1855,0.98
Hard-to-easy,1,2,Conformity,10,0.1855,0.981
Hard-to-easy,1,2,Random,10,0.1855,0.981
Hard-to-easy,1,2,Best,10,0.18600000000000005,0.98
Hard-to-easy,1,2,Conformity,10,0.18600000000000005,0.981
Hard-to-easy,1,2,Random,10,0.18600000000000005,0.981
Hard-to-easy,1,2,Best,10,0.1655,0.98
Hard-to-easy,1,2,Conformity,10,0.1655,0.981
Hard-to-easy,1,2,Random,10,0.1655,0.981
Hard-to-easy,1,2,Best,10,0.1669,0.98
Hard-to-easy,1,2,Conformity,10,0.1669,0.981
Hard-to-easy,1,2,Random,10,0.1669,0.981
Easy-to-hard,1,2,Best,10,0.2279,0.996
Easy-to-hard,1,2,Conformity,10,0.2279,0.996
Easy-to-hard,1,2,Random,10,0.2279,0.996
Easy-to-hard,1,2,Best,10,0.2013,0.9893
Easy-to-hard,1,2,Conformity,10,0.2013,0.9893
Easy-to-hard,1,2,Random,10,0.2013,0.9893
Easy-to-hard,1,2,Best,10,0.1963,0.9897
Easy-to-hard,1,2,Conformity,10,0.1963,0.9897
Easy-to-hard,1,2,Random,10,0.1963,0.9897
Easy-to-hard,1,2,Best,10,0.2277,0.9966
Easy-to-hard,1,2,Conformity,10,0.2277,0.9966
Easy-to-hard,1,2,Random,10,0.2277,0.9966
Easy-to-hard,1,2,Best,10,0.2242,0.9897
Easy-to-hard,1,2,Conformity,10,0.2242,0.9897
Easy-to-hard,1,2,Random,10,0.2242,0.9897
Easy-to-hard,1,2,Best,10,0.287,0.9893
Easy-to-hard,1,2,Conformity,10,0.287,0.9893
Easy-to-hard,1,2,Random,10,0.287,0.9897
Easy-to-hard,1,2,Best,10,0.2374,0.9893
Easy-to-hard,1,2,Conformity,10,0.2374,0.9893
Easy-to-hard,1,2,Random,10,0.2374,0.9893
Easy-to-hard,1,2,Best,10,0.2754,0.992
Easy-to-hard,1,2,Conformity,10,0.2754,0.9927
Easy-to-hard,1,2,Random,10,0.2754,0.9927
Easy-to-hard,1,2,Best,10,0.2335,0.9893
Easy-to-hard,1,2,Conformity,10,0.2335,0.9893
Easy-to-hard,1,2,Random,10,0.2335,0.9893
Easy-to-hard,1,2,Best,10,0.2605,0.9897
Easy-to-hard,1,2,Conformity,10,0.2605,0.9897
Easy-to-hard,1,2,Random,10,0.2605,0.9897
Hard-to-easy,1,2,Best,20,0.2126,0.98
Hard-to-easy,1,2,Conformity,20,0.2126,0.9805
Hard-to-easy,1,2,Random,20,0.2126,0.9805
Hard-to-easy,1,2,Best,20,0.1646,0.971
Hard-to-easy,1,2,Conformity,20,0.1646,0.972
Hard-to-easy,1,2,Random,20,0.1646,0.972
Hard-to-easy,1,2,Best,20,0.1731,0.972
Hard-to-easy,1,2,Conformity,20,0.1731,0.972
Hard-to-easy,1,2,Random,20,0.1731,0.972
Hard-to-easy,1,2,Best,20,0.2147,0.9766
Hard-to-easy,1,2,Conformity,20,0.2147,0.9766
Hard-to-easy,1,2,Random,20,0.2147,0.9766
Hard-to-easy,1,2,Best,20,0.1919,0.9707
Hard-to-easy,1,2,Conformity,20,0.1919,0.9717
Hard-to-easy,1,2,Random,20,0.1919,0.9717
Hard-to-easy,1,2,Best,20,0.1915,0.974
Hard-to-easy,1,2,Conformity,20,0.1915,0.974
Hard-to-easy,1,2,Random,20,0.1915,0.974
Hard-to-easy,1,2,Best,20,0.1644,0.97
Hard-to-easy,1,2,Conformity,20,0.1644,0.9717
Hard-to-easy,1,2,Random,20,0.1644,0.9717
Hard-to-easy,1,2,Best,20,0.1703,0.9697
Hard-to-easy,1,2,Conformity,20,0.1703,0.9707
Hard-to-easy,1,2,Random,20,0.1703,0.9707
Hard-to-easy,1,2,Best,20,0.1833,0.9736
Hard-to-easy,1,2,Conformity,20,0.1833,0.9746
Hard-to-easy,1,2,Random,20,0.1833,0.9746
Hard-to-easy,1,2,Best,20,0.1764,0.9707
Hard-to-easy,1,2,Conformity,20,0.1764,0.9707
Hard-to-easy,1,2,Random,20,0.1764,0.9707
Easy-to-hard,1,2,Best,20,0.2625,0.9893
Easy-to-hard,1,2,Conformity,20,0.2625,0.9893
Easy-to-hard,1,2,Random,20,0.2625,0.9893
Easy-to-hard,1,2,Best,20,0.225,0.989
Easy-to-hard,1,2,Conformity,20,0.225,0.989
Easy-to-hard,1,2,Random,20,0.225,0.989
Easy-to-hard,1,2,Best,20,0.2445,0.989
Easy-to-hard,1,2,Conformity,20,0.2445,0.989
Easy-to-hard,1,2,Random,20,0.2445,0.989
Easy-to-hard,1,2,Best,20,0.25,0.991
Easy-to-hard,1,2,Conformity,20,0.25,0.9917
Easy-to-hard,1,2,Random,20,0.25,0.9917
Easy-to-hard,1,2,Best,20,0.2205,0.989
Easy-to-hard,1,2,Conformity,20,0.2205,0.989
Easy-to-hard,1,2,Random,20,0.2205,0.989
Easy-to-hard,1,2,Best,20,0.2325,0.994
Easy-to-hard,1,2,Conformity,20,0.2325,0.994
Easy-to-hard,1,2,Random,20,0.2325,0.994
Easy-to-hard,1,2,Best,20,0.264,0.989
Easy-to-hard,1,2,Conformity,20,0.264,0.989
Easy-to-hard,1,2,Random,20,0.264,0.989
Easy-to-hard,1,2,Best,20,0.2351,0.9897
Easy-to-hard,1,2,Conformity,20,0.2351,0.9897
Easy-to-hard,1,2,Random,20,0.2351,0.9897
Easy-to-hard,1,2,Best,20,0.2102,0.9966
Easy-to-hard,1,2,Conformity,20,0.2102,0.9966
Easy-to-hard,1,2,Random,20,0.2102,0.9966
Easy-to-hard,1,2,Best,20,0.2622,0.9893
Easy-to-hard,1,2,Conformity,20,0.2622,0.9893
Easy-to-hard,1,2,Random,20,0.2622,0.9893
Hard-to-easy,1,2,Best,30,0.2177,0.9634
Hard-to-easy,1,2,Conformity,30,0.2177,0.9634
Hard-to-easy,1,2,Random,30,0.2177,0.9634
Hard-to-easy,1,2,Best,30,0.1638,0.9595
Hard-to-easy,1,2,Conformity,30,0.1638,0.9595
Hard-to-easy,1,2,Random,30,0.1638,0.9595
Hard-to-easy,1,2,Best,30,0.1589,0.963
Hard-to-easy,1,2,Conformity,30,0.1589,0.963
Hard-to-easy,1,2,Random,30,0.1589,0.963
Hard-to-easy,1,2,Best,30,0.242,0.961
Hard-to-easy,1,2,Conformity,30,0.242,0.961
Hard-to-easy,1,2,Random,30,0.242,0.961
Hard-to-easy,1,2,Best,30,0.1959,0.9663
Hard-to-easy,1,2,Conformity,30,0.1959,0.9663
Hard-to-easy,1,2,Random,30,0.1959,0.9663
Hard-to-easy,1,2,Best,30,0.1759,0.9595
Hard-to-easy,1,2,Conformity,30,0.1759,0.9595
Hard-to-easy,1,2,Random,30,0.1759,0.9595
Hard-to-easy,1,2,Best,30,0.1841,0.962
Hard-to-easy,1,2,Conformity,30,0.1841,0.962
Hard-to-easy,1,2,Random,30,0.1841,0.962
Hard-to-easy,1,2,Best,30,0.1809,0.9614
Hard-to-easy,1,2,Conformity,30,0.1809,0.9614
Hard-to-easy,1,2,Random,30,0.1809,0.9614
Hard-to-easy,1,2,Best,30,0.2032,0.96
Hard-to-easy,1,2,Conformity,30,0.2032,0.96
Hard-to-easy,1,2,Random,30,0.2032,0.96
Hard-to-easy,1,2,Best,30,0.1915,0.968
Hard-to-easy,1,2,Conformity,30,0.1915,0.968
Hard-to-easy,1,2,Random,30,0.1915,0.968
Easy-to-hard,1,2,Best,30,0.1938,0.9917
Easy-to-hard,1,2,Conformity,30,0.1938,0.9917
Easy-to-hard,1,2,Random,30,0.1938,0.9917
Easy-to-hard,1,2,Best,30,0.2487,0.9883
Easy-to-hard,1,2,Conformity,30,0.2487,0.9883
Easy-to-hard,1,2,Random,30,0.2487,0.9883
Easy-to-hard,1,2,Best,30,0.2406,0.989
Easy-to-hard,1,2,Conformity,30,0.2406,0.989
Easy-to-hard,1,2,Random,30,0.2406,0.989
Easy-to-hard,1,2,Best,30,0.254,0.995
Easy-to-hard,1,2,Conformity,30,0.254,0.995
Easy-to-hard,1,2,Random,30,0.254,0.995
Easy-to-hard,1,2,Best,30,0.2147,0.9883
Easy-to-hard,1,2,Conformity,30,0.2147,0.9883
Easy-to-hard,1,2,Random,30,0.2147,0.9883
Easy-to-hard,1,2,Best,30,0.2424,0.991
Easy-to-hard,1,2,Conformity,30,0.2424,0.991
Easy-to-hard,1,2,Random,30,0.2424,0.991
Easy-to-hard,1,2,Best,30,0.1982,0.9883
Easy-to-hard,1,2,Conformity,30,0.1982,0.9883
Easy-to-hard,1,2,Random,30,0.1982,0.9883
Easy-to-hard,1,2,Best,30,0.325,0.992
Easy-to-hard,1,2,Conformity,30,0.325,0.992
Easy-to-hard,1,2,Random,30,0.325,0.992
Easy-to-hard,1,2,Best,30,0.212,0.998
Easy-to-hard,1,2,Conformity,30,0.212,0.998
Easy-to-hard,1,2,Random,30,0.212,0.998
Easy-to-hard,1,2,Best,30,0.2644,0.9956
Easy-to-hard,1,2,Conformity,30,0.2644,0.9956
Easy-to-hard,1,2,Random,30,0.2644,0.9956
Hard-to-easy,1,2,Best,40,0.1958,0.9497
Hard-to-easy,1,2,Conformity,40,0.1958,0.9497
Hard-to-easy,1,2,Random,40,0.1958,0.9497
Hard-to-easy,1,2,Best,40,0.2355,0.9517
Hard-to-easy,1,2,Conformity,40,0.2355,0.9517
Hard-to-easy,1,2,Random,40,0.2355,0.9517
Hard-to-easy,1,2,Best,40,0.1646,0.952
Hard-to-easy,1,2,Conformity,40,0.1646,0.952
Hard-to-easy,1,2,Random,40,0.1646,0.952
Hard-to-easy,1,2,Best,40,0.1764,0.9507
Hard-to-easy,1,2,Conformity,40,0.1764,0.9507
Hard-to-easy,1,2,Random,40,0.1764,0.9507
Hard-to-easy,1,2,Best,40,0.2072,0.9517
Hard-to-easy,1,2,Conformity,40,0.2072,0.9517
Hard-to-easy,1,2,Random,40,0.2072,0.9517
Hard-to-easy,1,2,Best,40,0.1938,0.9536
Hard-to-easy,1,2,Conformity,40,0.1938,0.9536
Hard-to-easy,1,2,Random,40,0.1938,0.9536
Hard-to-easy,1,2,Best,40,0.1926,0.951
Hard-to-easy,1,2,Conformity,40,0.1926,0.951
Hard-to-easy,1,2,Random,40,0.1926,0.951
Hard-to-easy,1,2,Best,40,0.2313,0.9526
Hard-to-easy,1,2,Conformity,40,0.2313,0.9526
Hard-to-easy,1,2,Random,40,0.2313,0.9526
Hard-to-easy,1,2,Best,40,0.1896,0.9497
Hard-to-easy,1,2,Conformity,40,0.1896,0.9497
Hard-to-easy,1,2,Random,40,0.1896,0.9497
Hard-to-easy,1,2,Best,40,0.1875,0.9526
Hard-to-easy,1,2,Conformity,40,0.1875,0.9526
Hard-to-easy,1,2,Random,40,0.1875,0.9526
Easy-to-hard,1,2,Best,40,0.2021,0.9893
Easy-to-hard,1,2,Conformity,40,0.2021,0.9893
Easy-to-hard,1,2,Random,40,0.2021,0.9893
Easy-to-hard,1,2,Best,40,0.2515,0.9976
Easy-to-hard,1,2,Conformity,40,0.2515,0.9976
Easy-to-hard,1,2,Random,40,0.2515,0.9976
Easy-to-hard,1,2,Best,40,0.2225,0.988
Easy-to-hard,1,2,Conformity,40,0.2225,0.988
Easy-to-hard,1,2,Random,40,0.2225,0.988
Easy-to-hard,1,2,Best,40,0.2179,0.9966
Easy-to-hard,1,2,Conformity,40,0.2179,0.9966
Easy-to-hard,1,2,Random,40,0.2179,0.9966
Easy-to-hard,1,2,Best,40,0.2756,0.988
Easy-to-hard,1,2,Conformity,40,0.2756,0.988
Easy-to-hard,1,2,Random,40,0.2756,0.988
Easy-to-hard,1,2,Best,40,0.1858,0.988
Easy-to-hard,1,2,Conformity,40,0.1858,0.988
Easy-to-hard,1,2,Random,40,0.1858,0.988
Easy-to-hard,1,2,Best,40,0.2445,0.988
Easy-to-hard,1,2,Conformity,40,0.2445,0.988
Easy-to-hard,1,2,Random,40,0.2445,0.988
Easy-to-hard,1,2,Best,40,0.1812,0.988
Easy-to-hard,1,2,Conformity,40,0.1812,0.988
Easy-to-hard,1,2,Random,40,0.1812,0.988
Easy-to-hard,1,2,Best,40,0.3042,0.9883
Easy-to-hard,1,2,Conformity,40,0.3042,0.9883
Easy-to-hard,1,2,Random,40,0.3042,0.9883
Easy-to-hard,1,2,Best,40,0.2491,0.9883
Easy-to-hard,1,2,Conformity,40,0.2491,0.9883
Easy-to-hard,1,2,Random,40,0.2491,0.9883
Hard-to-easy,1,2,Best,50,0.1967,0.934
Hard-to-easy,1,2,Conformity,50,0.1967,0.936
Hard-to-easy,1,2,Random,50,0.1967,0.936
Hard-to-easy,1,2,Best,50,0.2354,0.9365
Hard-to-easy,1,2,Conformity,50,0.2354,0.9365
Hard-to-easy,1,2,Random,50,0.2354,0.9365
Hard-to-easy,1,2,Best,50,0.2015,0.939
Hard-to-easy,1,2,Conformity,50,0.2015,0.941
Hard-to-easy,1,2,Random,50,0.2015,0.941
Hard-to-easy,1,2,Best,50,0.1925,0.9385
Hard-to-easy,1,2,Conformity,50,0.1925,0.9395
Hard-to-easy,1,2,Random,50,0.1925,0.9395
Hard-to-easy,1,2,Best,50,0.1577,0.9307
Hard-to-easy,1,2,Conformity,50,0.1577,0.933
Hard-to-easy,1,2,Random,50,0.1577,0.933
Hard-to-easy,1,2,Best,50,0.1805,0.93
Hard-to-easy,1,2,Conformity,50,0.1805,0.932
Hard-to-easy,1,2,Random,50,0.1805,0.932
Hard-to-easy,1,2,Best,50,0.1842,0.934
Hard-to-easy,1,2,Conformity,50,0.1842,0.9355
Hard-to-easy,1,2,Random,50,0.1842,0.9355
Hard-to-easy,1,2,Best,50,0.19,0.9336
Hard-to-easy,1,2,Conformity,50,0.19,0.9365
Hard-to-easy,1,2,Random,50,0.19,0.937
Hard-to-easy,1,2,Best,50,0.1407,0.9316
Hard-to-easy,1,2,Conformity,50,0.1407,0.9346
Hard-to-easy,1,2,Random,50,0.1407,0.9346
Hard-to-easy,1,2,Best,50,0.2009,0.9336
Hard-to-easy,1,2,Conformity,50,0.2009,0.935
Hard-to-easy,1,2,Random,50,0.2009,0.935
Easy-to-hard,1,2,Best,50,0.2286,0.984
Easy-to-hard,1,2,Conformity,50,0.2286,0.9854
Easy-to-hard,1,2,Random,50,0.2286,0.9854
Easy-to-hard,1,2,Best,50,0.2076,0.9844
Easy-to-hard,1,2,Conformity,50,0.2076,0.9854
Easy-to-hard,1,2,Random,50,0.2076,0.9854
Easy-to-hard,1,2,Best,50,0.2091,0.984
Easy-to-hard,1,2,Conformity,50,0.2091,0.9854
Easy-to-hard,1,2,Random,50,0.2091,0.985
Easy-to-hard,1,2,Best,50,0.2505,0.984
Easy-to-hard,1,2,Conformity,50,0.2505,0.986
Easy-to-hard,1,2,Random,50,0.2505,0.986
Easy-to-hard,1,2,Best,50,0.2493,0.984
Easy-to-hard,1,2,Conformity,50,0.2493,0.9854
Easy-to-hard,1,2,Random,50,0.2493,0.986
Easy-to-hard,1,2,Best,50,0.233,0.985
Easy-to-hard,1,2,Conformity,50,0.233,0.986
Easy-to-hard,1,2,Random,50,0.233,0.9863
Easy-to-hard,1,2,Best,50,0.21600000000000005,0.984
Easy-to-hard,1,2,Conformity,50,0.21600000000000005,0.985
Easy-to-hard,1,2,Random,50,0.21600000000000005,0.985
Easy-to-hard,1,2,Best,50,0.2446,0.984
Easy-to-hard,1,2,Conformity,50,0.2446,0.9854
Easy-to-hard,1,2,Random,50,0.2446,0.9854
Easy-to-hard,1,2,Best,50,0.2184,0.984
Easy-to-hard,1,2,Conformity,50,0.2184,0.9844
Easy-to-hard,1,2,Random,50,0.2184,0.985
Easy-to-hard,1,2,Best,50,0.3035,0.9897
Easy-to-hard,1,2,Conformity,50,0.3035,0.991
Easy-to-hard,1,2,Random,50,0.3035,0.991
Hard-to-easy,1,2,Best,60,0.1742,0.9277
Hard-to-easy,1,2,Conformity,60,0.1742,0.9277
Hard-to-easy,1,2,Random,60,0.1742,0.9287
Hard-to-easy,1,2,Best,60,0.1931,0.9297
Hard-to-easy,1,2,Conformity,60,0.1931,0.9297
Hard-to-easy,1,2,Random,60,0.1931,0.9297
Hard-to-easy,1,2,Best,60,0.1649,0.9272
Hard-to-easy,1,2,Conformity,60,0.1649,0.928
Hard-to-easy,1,2,Random,60,0.1649,0.928
Hard-to-easy,1,2,Best,60,0.1628,0.9287
Hard-to-easy,1,2,Conformity,60,0.1628,0.929
Hard-to-easy,1,2,Random,60,0.1628,0.929
Hard-to-easy,1,2,Best,60,0.1931,0.9287
Hard-to-easy,1,2,Conformity,60,0.1931,0.9297
Hard-to-easy,1,2,Random,60,0.1931,0.9297
Hard-to-easy,1,2,Best,60,0.1932,0.928
Hard-to-easy,1,2,Conformity,60,0.1932,0.928
Hard-to-easy,1,2,Random,60,0.1932,0.928
Hard-to-easy,1,2,Best,60,0.1462,0.9277
Hard-to-easy,1,2,Conformity,60,0.1462,0.9277
Hard-to-easy,1,2,Random,60,0.1462,0.9277
Hard-to-easy,1,2,Best,60,0.1873,0.93
Hard-to-easy,1,2,Conformity,60,0.1873,0.93
Hard-to-easy,1,2,Random,60,0.1873,0.93
Hard-to-easy,1,2,Best,60,0.2126,0.9316
Hard-to-easy,1,2,Conformity,60,0.2126,0.932
Hard-to-easy,1,2,Random,60,0.2126,0.9316
Hard-to-easy,1,2,Best,60,0.2224,0.9277
Hard-to-easy,1,2,Conformity,60,0.2224,0.9277
Hard-to-easy,1,2,Random,60,0.2224,0.9277
Easy-to-hard,1,2,Best,60,0.2299,0.987
Easy-to-hard,1,2,Conformity,60,0.2299,0.987
Easy-to-hard,1,2,Random,60,0.2299,0.987
Easy-to-hard,1,2,Best,60,0.2566,0.9863
Easy-to-hard,1,2,Conformity,60,0.2566,0.9863
Easy-to-hard,1,2,Random,60,0.2566,0.9863
Easy-to-hard,1,2,Best,60,0.303,0.9863
Easy-to-hard,1,2,Conformity,60,0.303,0.987
Easy-to-hard,1,2,Random,60,0.303,0.987
Easy-to-hard,1,2,Best,60,0.2288,0.9863
Easy-to-hard,1,2,Conformity,60,0.2288,0.9863
Easy-to-hard,1,2,Random,60,0.2288,0.9863
Easy-to-hard,1,2,Best,60,0.2262,0.9863
Easy-to-hard,1,2,Conformity,60,0.2262,0.9863
Easy-to-hard,1,2,Random,60,0.2262,0.9863
Easy-to-hard,1,2,Best,60,0.205,0.987
Easy-to-hard,1,2,Conformity,60,0.205,0.987
Easy-to-hard,1,2,Random,60,0.205,0.987
Easy-to-hard,1,2,Best,60,0.2289,0.9863
Easy-to-hard,1,2,Conformity,60,0.2289,0.987
Easy-to-hard,1,2,Random,60,0.2289,0.987
Easy-to-hard,1,2,Best,60,0.207,0.9927
Easy-to-hard,1,2,Conformity,60,0.207,0.9927
Easy-to-hard,1,2,Random,60,0.207,0.9927
Easy-to-hard,1,2,Best,60,0.2493,0.9863
Easy-to-hard,1,2,Conformity,60,0.2493,0.987
Easy-to-hard,1,2,Random,60,0.2493,0.987
Easy-to-hard,1,2,Best,60,0.248,0.9956
Easy-to-hard,1,2,Conformity,60,0.248,0.9956
Easy-to-hard,1,2,Random,60,0.248,0.9956
Hard-to-easy,1,2,Best,70,0.2306,0.924
Hard-to-easy,1,2,Conformity,70,0.2306,0.925
Hard-to-easy,1,2,Random,70,0.2306,0.925
Hard-to-easy,1,2,Best,70,0.1805,0.92
Hard-to-easy,1,2,Conformity,70,0.1805,0.92
Hard-to-easy,1,2,Random,70,0.1805,0.92
Hard-to-easy,1,2,Best,70,0.1746,0.9175
Hard-to-easy,1,2,Conformity,70,0.1746,0.918
Hard-to-easy,1,2,Random,70,0.1746,0.918
Hard-to-easy,1,2,Best,70,0.1954,0.9165
Hard-to-easy,1,2,Conformity,70,0.1954,0.917
Hard-to-easy,1,2,Random,70,0.1954,0.917
Hard-to-easy,1,2,Best,70,0.1737,0.918
Hard-to-easy,1,2,Conformity,70,0.1737,0.9185
Hard-to-easy,1,2,Random,70,0.1737,0.9185
Hard-to-easy,1,2,Best,70,0.1879,0.918
Hard-to-easy,1,2,Conformity,70,0.1879,0.918
Hard-to-easy,1,2,Random,70,0.1879,0.918
Hard-to-easy,1,2,Best,70,0.199,0.918
Hard-to-easy,1,2,Conformity,70,0.199,0.9185
Hard-to-easy,1,2,Random,70,0.199,0.9185
Hard-to-easy,1,2,Best,70,0.214,0.9155
Hard-to-easy,1,2,Conformity,70,0.214,0.9165
Hard-to-easy,1,2,Random,70,0.214,0.9165
Hard-to-easy,1,2,Best,70,0.1654,0.9155
Hard-to-easy,1,2,Conformity,70,0.1654,0.9165
Hard-to-easy,1,2,Random,70,0.1654,0.9165
Hard-to-easy,1,2,Best,70,0.1646,0.926
Hard-to-easy,1,2,Conformity,70,0.1646,0.926
Hard-to-easy,1,2,Random,70,0.1646,0.926
Easy-to-hard,1,2,Best,70,0.2269,0.9873
Easy-to-hard,1,2,Conformity,70,0.2269,0.988
Easy-to-hard,1,2,Random,70,0.2269,0.988
Easy-to-hard,1,2,Best,70,0.2744,0.9854
Easy-to-hard,1,2,Conformity,70,0.2744,0.9854
Easy-to-hard,1,2,Random,70,0.2744,0.9854
Easy-to-hard,1,2,Best,70,0.2463,0.986
Easy-to-hard,1,2,Conformity,70,0.2463,0.986
Easy-to-hard,1,2,Random,70,0.2463,0.986
Easy-to-hard,1,2,Best,70,0.1855,0.9854
Easy-to-hard,1,2,Conformity,70,0.1855,0.986
Easy-to-hard,1,2,Random,70,0.1855,0.986
Easy-to-hard,1,2,Best,70,0.2261,0.986
Easy-to-hard,1,2,Conformity,70,0.2261,0.986
Easy-to-hard,1,2,Random,70,0.2261,0.986
Easy-to-hard,1,2,Best,70,0.298,0.986
Easy-to-hard,1,2,Conformity,70,0.298,0.986
Easy-to-hard,1,2,Random,70,0.298,0.986
Easy-to-hard,1,2,Best,70,0.2222,0.9854
Easy-to-hard,1,2,Conformity,70,0.2222,0.9854
Easy-to-hard,1,2,Random,70,0.2222,0.9854
Easy-to-hard,1,2,Best,70,0.2178,0.986
Easy-to-hard,1,2,Conformity,70,0.2178,0.986
Easy-to-hard,1,2,Random,70,0.2178,0.986
Easy-to-hard,1,2,Best,70,0.214,0.9937
Easy-to-hard,1,2,Conformity,70,0.214,0.994
Easy-to-hard,1,2,Random,70,0.214,0.994
Easy-to-hard,1,2,Best,70,0.266,0.9863
Easy-to-hard,1,2,Conformity,70,0.266,0.9863
Easy-to-hard,1,2,Random,70,0.266,0.9863
Hard-to-easy,1,2,Best,80,0.1709,0.902
Hard-to-easy,1,2,Conformity,80,0.1709,0.9043
Hard-to-easy,1,2,Random,80,0.1709,0.9043
Hard-to-easy,1,2,Best,80,0.2006,0.904
Hard-to-easy,1,2,Conformity,80,0.2006,0.906
Hard-to-easy,1,2,Random,80,0.2006,0.9067
Hard-to-easy,1,2,Best,80,0.1848,0.8994
Hard-to-easy,1,2,Conformity,80,0.1848,0.901
Hard-to-easy,1,2,Random,80,0.1848,0.9014
Hard-to-easy,1,2,Best,80,0.207,0.903
Hard-to-easy,1,2,Conformity,80,0.207,0.9043
Hard-to-easy,1,2,Random,80,0.207,0.9043
Hard-to-easy,1,2,Best,80,0.2095,0.899
Hard-to-easy,1,2,Conformity,80,0.2095,0.902
Hard-to-easy,1,2,Random,80,0.2095,0.901
Hard-to-easy,1,2,Best,80,0.1718,0.8984
Hard-to-easy,1,2,Conformity,80,0.1718,0.901
Hard-to-easy,1,2,Random,80,0.1718,0.9014
Hard-to-easy,1,2,Best,80,0.1819,0.8984
Hard-to-easy,1,2,Conformity,80,0.1819,0.901
Hard-to-easy,1,2,Random,80,0.1819,0.9014
Hard-to-easy,1,2,Best,80,0.215,0.902
